text,type,start,end,method,article_id,article_url,article_domain,article_theme
Read,ORGANIZATION,6,10,nltk,3017,https://www.bostonglobe.com/2025/03/31/metro/karen-read-fbi-michael-easter-cannone/,bostonglobe.com,TRIAL
G,GPE,26,27,nltk,3017,https://www.bostonglobe.com/2025/03/31/metro/karen-read-fbi-michael-easter-cannone/,bostonglobe.com,TRIAL
Jury,GPE,0,4,nltk,3018,https://www.masslive.com/news/2025/04/jury-for-karen-read-trial-grows-to-12-on-6th-day-of-selection.html,masslive.com,TRIAL
Karen Read,PERSON,9,19,nltk,3018,https://www.masslive.com/news/2025/04/jury-for-karen-read-trial-grows-to-12-on-6th-day-of-selection.html,masslive.com,TRIAL
Cassie,PERSON,0,6,nltk,3019,https://www.nydailynews.com/2025/04/07/cassie-ventura-to-testify-against-diddy-in-sex-trafficking-trial/,nydailynews.com,TRIAL
Diddy,GPE,30,35,nltk,3019,https://www.nydailynews.com/2025/04/07/cassie-ventura-to-testify-against-diddy-in-sex-trafficking-trial/,nydailynews.com,TRIAL
Court,PERSON,0,5,nltk,3020,https://www.mondaq.com:443/unitedstates/discrimination-disability-sexual-harassment/1612974/court-reverses-$10-million-sexual-harassment-verdict-due-to-judges-bizarre-comments,mondaq.com,TRIAL
Verdict Due,PERSON,45,56,nltk,3020,https://www.mondaq.com:443/unitedstates/discrimination-disability-sexual-harassment/1612974/court-reverses-$10-million-sexual-harassment-verdict-due-to-judges-bizarre-comments,mondaq.com,TRIAL
Boston Marathon,ORGANIZATION,22,37,nltk,3021,https://www.courant.com/2025/04/21/how-to-watch-the-2025-boston-marathon-time-tv-channel-and-free-live-streams/,courant.com,TRIAL
FREE,ORGANIZATION,62,66,nltk,3021,https://www.courant.com/2025/04/21/how-to-watch-the-2025-boston-marathon-time-tv-channel-and-free-live-streams/,courant.com,TRIAL
Diddy,GPE,0,5,nltk,3022,https://www.thenews.com.pk/latest/1300312-diddys-legal-team-makes-major-change-ahead-of-trial,thenews.com.pk,TRIAL
Court,GPE,0,5,nltk,3023,https://gazette.com/colorado_politics/appeals-court-finds-mesa-couny-judge-incorrectly-analyzed-evidence/article_71589658-07b5-52e7-8095-f0b75f971874.html,gazette.com,TRIAL
Mesa County,PERSON,12,23,nltk,3023,https://gazette.com/colorado_politics/appeals-court-finds-mesa-couny-judge-incorrectly-analyzed-evidence/article_71589658-07b5-52e7-8095-f0b75f971874.html,gazette.com,TRIAL
Strong Finish,PERSON,29,42,nltk,3024,https://news.uark.edu/articles/77088/u-of-a-mock-trial-celebrates-strong-finish-to-competitive-season,news.uark.edu,TRIAL
Competitive Season,ORGANIZATION,46,64,nltk,3024,https://news.uark.edu/articles/77088/u-of-a-mock-trial-celebrates-strong-finish-to-competitive-season,news.uark.edu,TRIAL
Nadine Menendez,PERSON,0,15,nltk,3025,https://www.yahoo.com/news/nadine-menendez-wife-former-sen-195839977.html,yahoo.com,TRIAL
Bob Menendez,PERSON,39,51,nltk,3025,https://www.yahoo.com/news/nadine-menendez-wife-former-sen-195839977.html,yahoo.com,TRIAL
Karen Read,PERSON,19,29,nltk,3026,https://www.theepochtimes.com/us/retrial-begins-for-karen-read-in-death-of-boston-police-officer-boyfriend-5834853,theepochtimes.com,TRIAL
Death,GPE,33,38,nltk,3026,https://www.theepochtimes.com/us/retrial-begins-for-karen-read-in-death-of-boston-police-officer-boyfriend-5834853,theepochtimes.com,TRIAL
Boston,GPE,42,48,nltk,3026,https://www.theepochtimes.com/us/retrial-begins-for-karen-read-in-death-of-boston-police-officer-boyfriend-5834853,theepochtimes.com,TRIAL
Walmart,PERSON,0,7,nltk,3027,https://www.digitaltrends.com/home/walmart-plus-free-trial/,digitaltrends.com,TRIAL
Plus,GPE,8,12,nltk,3027,https://www.digitaltrends.com/home/walmart-plus-free-trial/,digitaltrends.com,TRIAL
Massachusetts,GPE,0,13,nltk,3028,https://www.foxnews.com/politics/massachusetts-judge-charges-ice-agent-contempt-court,foxnews.com,TRIAL
ICE,ORGANIZATION,28,31,nltk,3028,https://www.foxnews.com/politics/massachusetts-judge-charges-ice-agent-contempt-court,foxnews.com,TRIAL
Dominican,GPE,51,60,nltk,3028,https://www.foxnews.com/politics/massachusetts-judge-charges-ice-agent-contempt-court,foxnews.com,TRIAL
SNL,ORGANIZATION,14,17,nltk,3029,https://www.syracuse.com/tv/2025/04/how-to-watch-snl-season-50-episode-17-free-live-stream-with-jack-black-elton-john-brandi-carlile.html,syracuse.com,TRIAL
Jack Black,PERSON,64,74,nltk,3029,https://www.syracuse.com/tv/2025/04/how-to-watch-snl-season-50-episode-17-free-live-stream-with-jack-black-elton-john-brandi-carlile.html,syracuse.com,TRIAL
Elton John,PERSON,77,87,nltk,3029,https://www.syracuse.com/tv/2025/04/how-to-watch-snl-season-50-episode-17-free-live-stream-with-jack-black-elton-john-brandi-carlile.html,syracuse.com,TRIAL
Brandi Carlile,PERSON,90,104,nltk,3029,https://www.syracuse.com/tv/2025/04/how-to-watch-snl-season-50-episode-17-free-live-stream-with-jack-black-elton-john-brandi-carlile.html,syracuse.com,TRIAL
Unnao,GPE,0,5,nltk,3030,https://www.prokerala.com/news/articles/a1623984.html,prokerala.com,TRIAL
Kuldeep Singh Sengar,PERSON,31,51,nltk,3030,https://www.prokerala.com/news/articles/a1623984.html,prokerala.com,TRIAL
SC,ORGANIZATION,55,57,nltk,3030,https://www.prokerala.com/news/articles/a1623984.html,prokerala.com,TRIAL
Challenge All,ORGANIZATION,18,31,nltk,3031,https://www.syracuse.com/tv/2025/04/the-challenge-all-stars-rivals-season-finale-airs-tonight-where-to-watch.html,syracuse.com,TRIAL
Rival Episode,PERSON,42,55,nltk,3031,https://www.syracuse.com/tv/2025/04/the-challenge-all-stars-rivals-season-finale-airs-tonight-where-to-watch.html,syracuse.com,TRIAL
Jury,GPE,0,4,nltk,3032,https://www.livemint.com/entertainment/jury-to-hear-opening-statements-in-harvey-weinsteins-new-sex-crimes-trial-11745403111508.html,livemint.com,TRIAL
Harvey,GPE,35,41,nltk,3032,https://www.livemint.com/entertainment/jury-to-hear-opening-statements-in-harvey-weinsteins-new-sex-crimes-trial-11745403111508.html,livemint.com,TRIAL
France,GPE,0,6,nltk,3033,https://www.arabnews.com/node/2598285/middle-east,arabnews.com,TRIAL
Tunisian,GPE,12,20,nltk,3033,https://www.arabnews.com/node/2598285/middle-east,arabnews.com,TRIAL
Harvey,PERSON,0,6,nltk,3034,https://www.sbs.com.au/news/article/harvey-weinstein-metoo-retrial-set-to-begin-in-new-york/4ooh9nzzh,sbs.com.au,TRIAL
Weinstein,PERSON,7,16,nltk,3034,https://www.sbs.com.au/news/article/harvey-weinstein-metoo-retrial-set-to-begin-in-new-york/4ooh9nzzh,sbs.com.au,TRIAL
MeToo,ORGANIZATION,19,24,nltk,3034,https://www.sbs.com.au/news/article/harvey-weinstein-metoo-retrial-set-to-begin-in-new-york/4ooh9nzzh,sbs.com.au,TRIAL
New York,GPE,45,53,nltk,3034,https://www.sbs.com.au/news/article/harvey-weinstein-metoo-retrial-set-to-begin-in-new-york/4ooh9nzzh,sbs.com.au,TRIAL
New,GPE,0,3,nltk,3036,https://www.thisismoney.co.uk/money/markets/article-14632967/New-AstraZeneca-breast-cancer-drug-shows-meaningful-improvement-survivability-rates.html,thisismoney.co.uk,TRIAL
AstraZeneca,ORGANIZATION,4,15,nltk,3036,https://www.thisismoney.co.uk/money/markets/article-14632967/New-AstraZeneca-breast-cancer-drug-shows-meaningful-improvement-survivability-rates.html,thisismoney.co.uk,TRIAL
South Florence,GPE,93,107,nltk,3037,https://www.yahoo.com/news/closing-arguments-begin-trial-men-134841787.html,yahoo.com,TRIAL
Springfield,GPE,0,11,nltk,3039,https://www.wgbh.org/news/local/2025-04-16/springfield-man-convicted-of-murder-in-1985-granted-new-trial-after-6-attempts,wgbh.org,TRIAL
Lakers,ORGANIZATION,13,19,nltk,3040,https://www.pennlive.com/tv/2025/04/how-to-watch-lakers-vs-timberwolves-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
NBA Playoffs,ORGANIZATION,38,50,nltk,3040,https://www.pennlive.com/tv/2025/04/how-to-watch-lakers-vs-timberwolves-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,80,84,nltk,3040,https://www.pennlive.com/tv/2025/04/how-to-watch-lakers-vs-timberwolves-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Dauphin County,PERSON,10,24,nltk,3041,https://wjla.com/news/nation-world/sonya-mcknight-day-3-trial-moves-into-third-day-for-suspended-judge-accused-of-shooting-boyfriend-ex-harrisburg-pennsylvania-pa,wjla.com,TRIAL
Karen,PERSON,0,5,nltk,3042,https://www.boston.com/news/crime/2025/04/03/karen-read-murder-trial-10-jurors-seated-so-far-for-second-trial/,boston.com,TRIAL
Read,ORGANIZATION,6,10,nltk,3042,https://www.boston.com/news/crime/2025/04/03/karen-read-murder-trial-10-jurors-seated-so-far-for-second-trial/,boston.com,TRIAL
Kouri Richins,PERSON,28,41,nltk,3043,https://www.yahoo.com/news/judge-denies-motion-move-kouri-200043379.html,yahoo.com,TRIAL
Salt Lake County,PERSON,58,74,nltk,3043,https://www.yahoo.com/news/judge-denies-motion-move-kouri-200043379.html,yahoo.com,TRIAL
Meta,PERSON,0,4,nltk,3044,https://finance.yahoo.com/news/metas-zuckerberg-running-out-of-time-to-talk-trump-into-ending-antitrust-trial-172953747.html,finance.yahoo.com,TRIAL
Zuckerberg,ORGANIZATION,5,15,nltk,3044,https://finance.yahoo.com/news/metas-zuckerberg-running-out-of-time-to-talk-trump-into-ending-antitrust-trial-172953747.html,finance.yahoo.com,TRIAL
Trump,PERSON,44,49,nltk,3044,https://finance.yahoo.com/news/metas-zuckerberg-running-out-of-time-to-talk-trump-into-ending-antitrust-trial-172953747.html,finance.yahoo.com,TRIAL
Harvey Weinstein,PERSON,19,35,nltk,3045,https://www.yahoo.com/news/know-harvey-weinsteins-metoo-retrial-233846342.html,yahoo.com,TRIAL
MeToo,ORGANIZATION,38,43,nltk,3045,https://www.yahoo.com/news/know-harvey-weinsteins-metoo-retrial-233846342.html,yahoo.com,TRIAL
Tony,PERSON,0,4,nltk,3046,https://www.cbc.ca/news/canada/newfoundland-labrador/tony-humby-further-delays-april-4-1.7501961,cbc.ca,TRIAL
Humby,ORGANIZATION,5,10,nltk,3046,https://www.cbc.ca/news/canada/newfoundland-labrador/tony-humby-further-delays-april-4-1.7501961,cbc.ca,TRIAL
CORXEL Receives Study,ORGANIZATION,0,21,nltk,3047,https://www.manilatimes.net/2025/04/15/tmt-newswire/globenewswire/corxel-receives-study-may-proceed-letter-from-the-us-fda-for-the-phase-2-trial-of-cx11-in-patients-with-obesity-and-overweight-conditions/2092406,manilatimes.net,TRIAL
FDA,ORGANIZATION,58,61,nltk,3047,https://www.manilatimes.net/2025/04/15/tmt-newswire/globenewswire/corxel-receives-study-may-proceed-letter-from-the-us-fda-for-the-phase-2-trial-of-cx11-in-patients-with-obesity-and-overweight-conditions/2092406,manilatimes.net,TRIAL
CX11,ORGANIZATION,87,91,nltk,3047,https://www.manilatimes.net/2025/04/15/tmt-newswire/globenewswire/corxel-receives-study-may-proceed-letter-from-the-us-fda-for-the-phase-2-trial-of-cx11-in-patients-with-obesity-and-overweight-conditions/2092406,manilatimes.net,TRIAL
Patients,GPE,95,103,nltk,3047,https://www.manilatimes.net/2025/04/15/tmt-newswire/globenewswire/corxel-receives-study-may-proceed-letter-from-the-us-fda-for-the-phase-2-trial-of-cx11-in-patients-with-obesity-and-overweight-conditions/2092406,manilatimes.net,TRIAL
Obesity,ORGANIZATION,109,116,nltk,3047,https://www.manilatimes.net/2025/04/15/tmt-newswire/globenewswire/corxel-receives-study-may-proceed-letter-from-the-us-fda-for-the-phase-2-trial-of-cx11-in-patients-with-obesity-and-overweight-conditions/2092406,manilatimes.net,TRIAL
Overweight Conditions,PERSON,121,142,nltk,3047,https://www.manilatimes.net/2025/04/15/tmt-newswire/globenewswire/corxel-receives-study-may-proceed-letter-from-the-us-fda-for-the-phase-2-trial-of-cx11-in-patients-with-obesity-and-overweight-conditions/2092406,manilatimes.net,TRIAL
WATCH,ORGANIZATION,0,5,nltk,3048,https://www.enca.com/news-top-stories/watch-testimony-continues-joshlin-smith-trial-within-trial,enca.com,TRIAL
Joshlin Smith,FACILITY,31,44,nltk,3048,https://www.enca.com/news-top-stories/watch-testimony-continues-joshlin-smith-trial-within-trial,enca.com,TRIAL
WATCH,ORGANIZATION,0,5,nltk,3049,https://www.enca.com/news/watch-testimony-continues-joshlin-smith-trial-within-trial,enca.com,TRIAL
Joshlin Smith,FACILITY,31,44,nltk,3049,https://www.enca.com/news/watch-testimony-continues-joshlin-smith-trial-within-trial,enca.com,TRIAL
LIVESTREAM,ORGANIZATION,0,10,nltk,3050,https://www.enca.com/news-top-stories/livestream-testimony-continues-joshlin-smith-trial-within-trial,enca.com,TRIAL
Joshlin Smith,FACILITY,36,49,nltk,3050,https://www.enca.com/news-top-stories/livestream-testimony-continues-joshlin-smith-trial-within-trial,enca.com,TRIAL
Celtics,PERSON,13,20,nltk,3051,https://www.pennlive.com/tv/2025/04/how-to-watch-celtics-vs-magic-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Magic NBA Playoffs,PERSON,26,44,nltk,3051,https://www.pennlive.com/tv/2025/04/how-to-watch-celtics-vs-magic-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,74,78,nltk,3051,https://www.pennlive.com/tv/2025/04/how-to-watch-celtics-vs-magic-nba-playoffs-game-1-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Cavaliers,ORGANIZATION,13,22,nltk,3052,https://www.pennlive.com/tv/2025/04/how-to-watch-cavaliers-vs-heat-nba-playoffs-game-2-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Heat NBA Playoffs,PERSON,28,45,nltk,3052,https://www.pennlive.com/tv/2025/04/how-to-watch-cavaliers-vs-heat-nba-playoffs-game-2-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,75,79,nltk,3052,https://www.pennlive.com/tv/2025/04/how-to-watch-cavaliers-vs-heat-nba-playoffs-game-2-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Timberwolves,ORGANIZATION,13,25,nltk,3053,https://www.pennlive.com/tv/2025/04/how-to-watch-timberwolves-vs-lakers-nba-playoffs-game-3-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
NBA Playoffs,ORGANIZATION,38,50,nltk,3053,https://www.pennlive.com/tv/2025/04/how-to-watch-timberwolves-vs-lakers-nba-playoffs-game-3-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
FREE,ORGANIZATION,80,84,nltk,3053,https://www.pennlive.com/tv/2025/04/how-to-watch-timberwolves-vs-lakers-nba-playoffs-game-3-time-tv-channel-free-live-stream.html,pennlive.com,TRIAL
Power Book,PERSON,14,24,nltk,3054,https://www.syracuse.com/tv/2025/04/how-to-watch-power-book-iii-raising-kanan-season-4-episode-5-for-free.html,syracuse.com,TRIAL
Kanan Season,PERSON,-1,11,nltk,3054,https://www.syracuse.com/tv/2025/04/how-to-watch-power-book-iii-raising-kanan-season-4-episode-5-for-free.html,syracuse.com,TRIAL
Teen Mom,PERSON,16,24,nltk,3055,https://www.syracuse.com/tv/2025/03/where-to-watch-teen-mom-the-next-chapter-season-2-episode-24-free-live-stream.html,syracuse.com,TRIAL
Next,ORGANIZATION,31,35,nltk,3055,https://www.syracuse.com/tv/2025/03/where-to-watch-teen-mom-the-next-chapter-season-2-episode-24-free-live-stream.html,syracuse.com,TRIAL
Nancy,PERSON,0,5,nltk,3056,https://www.dailymail.co.uk/ushome/article-14614749/Nancy-Grace-podcast-chilling-way-Sean-Diddy-Combs-walk-free-sex-trafficking-charges.html,dailymail.co.uk,TRIAL
Grace,ORGANIZATION,6,11,nltk,3056,https://www.dailymail.co.uk/ushome/article-14614749/Nancy-Grace-podcast-chilling-way-Sean-Diddy-Combs-walk-free-sex-trafficking-charges.html,dailymail.co.uk,TRIAL
Sean Diddy Combs,PERSON,-1,15,nltk,3056,https://www.dailymail.co.uk/ushome/article-14614749/Nancy-Grace-podcast-chilling-way-Sean-Diddy-Combs-walk-free-sex-trafficking-charges.html,dailymail.co.uk,TRIAL
Suffolk,GPE,0,7,nltk,3057,https://www.masslive.com/news/2025/04/suffolk-da-blasts-judge-for-dismissing-case-of-man-detained-by-ice-midtrial.html,masslive.com,TRIAL
ICE,ORGANIZATION,63,66,nltk,3057,https://www.masslive.com/news/2025/04/suffolk-da-blasts-judge-for-dismissing-case-of-man-detained-by-ice-midtrial.html,masslive.com,TRIAL
Emanuel,PERSON,0,7,nltk,3058,https://www.postandcourier.com/aikenstandard/news/crime/emmanuel-ame-dylann-roof-appeal/article_0048fe44-c461-4d06-a989-d951221c3c46.html,postandcourier.com,TRIAL
AME,ORGANIZATION,8,11,nltk,3058,https://www.postandcourier.com/aikenstandard/news/crime/emmanuel-ame-dylann-roof-appeal/article_0048fe44-c461-4d06-a989-d951221c3c46.html,postandcourier.com,TRIAL
Dylann Roof,PERSON,27,38,nltk,3058,https://www.postandcourier.com/aikenstandard/news/crime/emmanuel-ame-dylann-roof-appeal/article_0048fe44-c461-4d06-a989-d951221c3c46.html,postandcourier.com,TRIAL
Karen,PERSON,0,5,nltk,3059,https://www.bostonherald.com/2025/04/01/karen-read-judge-beverly-cannone-sued-for-court-buffer-zone-stifling-passionate-public-debate/,bostonherald.com,TRIAL
Read,ORGANIZATION,6,10,nltk,3059,https://www.bostonherald.com/2025/04/01/karen-read-judge-beverly-cannone-sued-for-court-buffer-zone-stifling-passionate-public-debate/,bostonherald.com,TRIAL
Beverly Cannone,PERSON,17,32,nltk,3059,https://www.bostonherald.com/2025/04/01/karen-read-judge-beverly-cannone-sued-for-court-buffer-zone-stifling-passionate-public-debate/,bostonherald.com,TRIAL
Charge,PERSON,0,6,nltk,3060,https://www.yahoo.com/news/charge-dropped-against-humansville-city-204553467.html,yahoo.com,TRIAL
Humansville,GPE,23,34,nltk,3060,https://www.yahoo.com/news/charge-dropped-against-humansville-city-204553467.html,yahoo.com,TRIAL
PMLA,ORGANIZATION,62,66,nltk,3061,https://www.thehindu.com/news/cities/Kochi/ed-may-file-money-laundering-case-in-offence-committed-before-pmla-says-kerala-hc/article69393493.ece,thehindu.com,TRIAL
Kerala HC,PERSON,74,83,nltk,3061,https://www.thehindu.com/news/cities/Kochi/ed-may-file-money-laundering-case-in-offence-committed-before-pmla-says-kerala-hc/article69393493.ece,thehindu.com,TRIAL
Real Madrid,ORGANIZATION,14,25,nltk,3062,https://www.pennlive.com/tv/2025/04/how-to-stream-real-madrid-vs-arsenal-champions-league-match-for-free-time-plans-more.html,pennlive.com,TRIAL
Arsenal,ORGANIZATION,31,38,nltk,3062,https://www.pennlive.com/tv/2025/04/how-to-stream-real-madrid-vs-arsenal-champions-league-match-for-free-time-plans-more.html,pennlive.com,TRIAL
Latest,GPE,4,10,nltk,3063,https://www.clickorlando.com/news/national/2025/04/22/the-latest-karen-read-supporters-arrive-at-court-in-advance-of-her-second-trial/,clickorlando.com,TRIAL
Karen Read,PERSON,24,34,nltk,3063,https://www.clickorlando.com/news/national/2025/04/22/the-latest-karen-read-supporters-arrive-at-court-in-advance-of-her-second-trial/,clickorlando.com,TRIAL
Boston,GPE,62,68,nltk,3063,https://www.clickorlando.com/news/national/2025/04/22/the-latest-karen-read-supporters-arrive-at-court-in-advance-of-her-second-trial/,clickorlando.com,TRIAL
Dauphin County,PERSON,10,24,nltk,3064,https://wlos.com/news/nation-world/sonya-mcknight-day-3-trial-moves-into-third-day-for-suspended-judge-accused-of-shooting-boyfriend-ex-harrisburg-pennsylvania-pa,wlos.com,TRIAL
Mumbai,GPE,17,23,nltk,3065,https://timesofindia.indiatimes.com/city/mumbai/major-relief-for-mumbai-commuters-as-metro-line-2b-trial-run-begins/articleshow/120341395.cms,timesofindia.indiatimes.com,TRIAL
Metro,ORGANIZATION,37,42,nltk,3065,https://timesofindia.indiatimes.com/city/mumbai/major-relief-for-mumbai-commuters-as-metro-line-2b-trial-run-begins/articleshow/120341395.cms,timesofindia.indiatimes.com,TRIAL
Bombay,PERSON,0,6,nltk,3066,https://www.freepressjournal.in/mumbai/bombay-hc-grants-bail-to-2-accused-in-2011-kurar-quadruple-murder-case-citing-13-year-incarceration-without-trial,freepressjournal.in,TRIAL
Murder Case,PERSON,59,70,nltk,3066,https://www.freepressjournal.in/mumbai/bombay-hc-grants-bail-to-2-accused-in-2011-kurar-quadruple-murder-case-citing-13-year-incarceration-without-trial,freepressjournal.in,TRIAL
Trial,PERSON,110,115,nltk,3066,https://www.freepressjournal.in/mumbai/bombay-hc-grants-bail-to-2-accused-in-2011-kurar-quadruple-murder-case-citing-13-year-incarceration-without-trial,freepressjournal.in,TRIAL
Jury Trial,PERSON,29,39,nltk,3067,https://www.jdsupra.com/legalnews/commercial-leases-right-to-jury-trial-6982655/,jdsupra.com,TRIAL
Question,ORGANIZATION,76,84,nltk,3067,https://www.jdsupra.com/legalnews/commercial-leases-right-to-jury-trial-6982655/,jdsupra.com,TRIAL
